onet_soc_code,title,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,49.2,07/2016,Incumbent,O*NET
51-4194.00,"Tool Grinders, Filers, and Sharpeners",RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),64.12,08/2026,Incumbent,O*NET
51-5111.00,Prepress Technicians and Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),39.34,07/2016,Incumbent,O*NET
51-5112.00,Printing Press Operators,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),73.17,08/2020,Incumbent,O*NET
51-5113.00,Print Binding and Finishing Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),87.93,07/2015,Incumbent,O*NET
51-6011.00,Laundry and Dry-Cleaning Workers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),73.52,08/2026,Incumbent,O*NET
51-6021.00,"Pressers, Textile, Garment, and Related Materials",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,59.18,07/2017,Incumbent,O*NET
51-6031.00,Sewing Machine Operators,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,52.93,07/2017,Incumbent,O*NET
51-6041.00,Shoe and Leather Workers and Repairers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),56.39,08/2022,Incumbent,O*NET
51-6042.00,Shoe Machine Operators and Tenders,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),38.0,08/2024,Incumbent,O*NET
